0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
ID,送礼UID,送礼人,家族ID,收礼UID,收礼人,家族ID,礼物ID,礼物名,礼物数量,金币,星光值,送礼时间,场景,对应ID
1436734886,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,1945,"Magic hat魔术帽",25,75,75,"2022-06-01 12:56:33",KTV,1014945
1436734679,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,1945,"Magic hat魔术帽",27,81,81,"2022-06-01 12:56:25",KTV,1014945
1436734453,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,1945,"Magic hat魔术帽",45,135,135,"2022-06-01 12:56:15",KTV,1014945
1436733254,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,1945,"Magic hat魔术帽",37,111,111,"2022-06-01 12:55:26",KTV,1014945
1436732531,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,1945,"Magic hat魔术帽",25,75,75,"2022-06-01 12:55:00",KTV,1014945
1436732303,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,1945,"Magic hat魔术帽",27,81,81,"2022-06-01 12:54:51",KTV,1014945
1436732051,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,1945,"Magic hat魔术帽",49,147,147,"2022-06-01 12:54:40",KTV,1014945
1436730381,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-01 12:53:28",KTV,1014945
1436729811,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",25,75,75,"2022-06-01 12:53:07",KTV,1014945
1436729315,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",34,102,102,"2022-06-01 12:52:49",KTV,1014945
1436728890,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",27,81,81,"2022-06-01 12:52:33",KTV,1014945
1436728546,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",42,126,126,"2022-06-01 12:52:19",KTV,1014945
1436728175,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",36,108,108,"2022-06-01 12:52:04",KTV,1014945
1436727437,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1949,Clown小丑,9,162,162,"2022-06-01 12:51:38",KTV,1014945
1436727151,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1949,Clown小丑,7,126,126,"2022-06-01 12:51:26",KTV,1014945
1436725828,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1949,Clown小丑,11,198,198,"2022-06-01 12:50:29",KTV,1014945
1436725627,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1949,Clown小丑,21,378,378,"2022-06-01 12:50:20",KTV,1014945
1436725280,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1949,Clown小丑,24,432,432,"2022-06-01 12:50:05",KTV,1014945
1436722993,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,1949,Clown小丑,50,900,900,"2022-06-01 12:48:35",KTV,1014945
1436722033,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,1949,Clown小丑,22,396,396,"2022-06-01 12:48:01",KTV,1014945
